Epoch Train_Loss Test_Loss
0 13.793610 18.392414
1 8.518689 6.843117
2 6.769921 5.859041
3 6.030361 5.512673
4 5.554517 4.820365
5 5.270344 4.747887
6 5.016433 4.608453
7 4.833154 4.464810
8 4.658250 4.352358
9 4.539907 4.485335
10 4.435930 4.142576
11 4.328091 4.371228
12 4.245462 4.226366
13 4.187319 4.061733
14 4.113286 4.045640
15 4.057621 4.228994
16 4.005278 4.029183
17 3.945167 3.959277
18 3.895370 4.176508
19 3.868085 4.106613
