Epoch Train_Loss Test_Loss
0 3.933780 4.057978
1 3.960342 4.212207
2 3.942483 4.104527
3 3.981584 4.051793
4 3.919464 4.142532
5 3.904726 4.235194
6 3.893304 4.026980
7 3.875763 4.153304
8 3.838261 4.107704
9 3.819167 4.029338
10 3.803700 4.089038
11 3.781073 4.024585
12 3.765176 3.995643
13 3.737340 4.012544
14 3.686057 4.018059
15 3.709076 4.093888
