Epoch Train_Loss Train_Accuracy Test_Loss Test_Accuracy
137 0.000083 0.997083 0.001893 0.904375
138 0.000101 0.998333 0.001910 0.902500
139 0.000068 0.998333 0.001908 0.908750
140 0.000088 0.996667 0.001892 0.905000
141 0.000137 0.996667 0.001869 0.901875
142 0.000071 0.997500 0.001883 0.908125
143 0.000080 0.996667 0.001903 0.904375
144 0.000091 0.996667 0.001885 0.903750
145 0.000077 0.996250 0.001880 0.904375
146 0.000072 0.997917 0.001893 0.905625
147 0.000102 0.997500 0.001869 0.905625
148 0.000079 0.998333 0.001920 0.905000
149 0.000086 0.996667 0.001902 0.902500
150 0.000100 0.997083 0.001886 0.905625
151 0.000084 0.996250 0.001901 0.904375
152 0.000132 0.996250 0.001890 0.905000
153 0.000114 0.996667 0.001904 0.905625
154 0.000078 0.997083 0.001894 0.906250
155 0.000072 0.997917 0.001884 0.908125
156 0.000124 0.997083 0.001919 0.907500
157 0.000080 0.997917 0.001905 0.908125
158 0.000098 0.996667 0.001876 0.907500
159 0.000071 0.997917 0.001866 0.908750
160 0.000072 0.997500 0.001862 0.907500
161 0.000100 0.997500 0.001875 0.904375
162 0.000096 0.997917 0.001861 0.908125
163 0.000067 0.997917 0.001858 0.905625
164 0.000159 0.994583 0.001874 0.905625
165 0.000096 0.998333 0.001888 0.906250
166 0.000079 0.997917 0.001861 0.907500
167 0.000097 0.997500 0.001873 0.904375
168 0.000070 0.997917 0.001906 0.902500
169 0.000078 0.997083 0.001897 0.905000
170 0.000079 0.997083 0.001889 0.905625
171 0.000068 0.997917 0.001863 0.906250
172 0.000073 0.997500 0.001880 0.905000
173 0.000158 0.995417 0.001917 0.903750
174 0.000080 0.997500 0.001909 0.904375
175 0.000080 0.997500 0.001883 0.904375
176 0.000086 0.997083 0.001884 0.904375
177 0.000068 0.997917 0.001878 0.903125
178 0.000082 0.997917 0.001895 0.903750
179 0.000102 0.996667 0.001895 0.904375
180 0.000076 0.998333 0.001914 0.902500
181 0.000076 0.997917 0.001901 0.906250
182 0.000068 0.997500 0.001888 0.905000
183 0.000076 0.998333 0.001891 0.907500
184 0.000077 0.997917 0.001881 0.904375
185 0.000077 0.997083 0.001884 0.905625
186 0.000075 0.997917 0.001918 0.902500
187 0.000081 0.998333 0.001904 0.907500
188 0.000068 0.998750 0.001898 0.903750
189 0.000096 0.997500 0.001899 0.903750
190 0.000104 0.997083 0.001898 0.906250
191 0.000123 0.995417 0.001885 0.907500
192 0.000073 0.997500 0.001896 0.905625
193 0.000067 0.998333 0.001923 0.905000
194 0.000077 0.997917 0.001907 0.904375
195 0.000081 0.996250 0.001911 0.906250
196 0.000083 0.997500 0.001911 0.905000
197 0.000092 0.997083 0.001924 0.903125
198 0.000083 0.997917 0.001949 0.903125
199 0.000105 0.995417 0.001922 0.902500
