Epoch Train_Loss Train_Accuracy Test_Loss Test_Accuracy
0 0.021519 0.794167 0.017891 0.816875
1 0.011710 0.882067 0.017193 0.821875
2 0.009651 0.898510 0.015864 0.855625
3 0.008222 0.913125 0.016866 0.843750
4 0.007433 0.920881 0.020029 0.819375
5 0.006698 0.927452 0.024911 0.788125
6 0.006200 0.932837 0.023493 0.810625
7 0.005778 0.936603 0.021904 0.821875
8 0.005400 0.940128 0.021090 0.825000
9 0.005039 0.944487 0.020376 0.829375
