Epoch Train_Loss Train_Accuracy Test_Loss Test_Accuracy
163 0.000100 0.997917 0.004464 0.900000
164 0.000122 0.997083 0.004460 0.897500
165 0.000095 0.997917 0.004389 0.899375
166 0.000101 0.998333 0.004408 0.901250
167 0.000121 0.997917 0.004452 0.901875
168 0.000118 0.997500 0.004480 0.898125
169 0.000105 0.997500 0.004463 0.898750
170 0.000118 0.998333 0.004458 0.899375
171 0.000123 0.997083 0.004448 0.898125
172 0.000100 0.997500 0.004364 0.899375
173 0.000098 0.998750 0.004400 0.898750
174 0.000113 0.997083 0.004423 0.899375
175 0.000098 0.997917 0.004472 0.899375
176 0.000119 0.997083 0.004424 0.900625
177 0.000107 0.996667 0.004415 0.896875
178 0.000118 0.997083 0.004408 0.898125
179 0.000115 0.996667 0.004434 0.899375
180 0.000127 0.996250 0.004446 0.900000
181 0.000092 0.998750 0.004436 0.900625
182 0.000116 0.997083 0.004451 0.900000
183 0.000116 0.997083 0.004390 0.898750
184 0.000102 0.997500 0.004456 0.898750
185 0.000107 0.998333 0.004448 0.900625
186 0.000129 0.997083 0.004443 0.898125
187 0.000103 0.997083 0.004486 0.897500
188 0.000123 0.996250 0.004497 0.896875
189 0.000106 0.997500 0.004520 0.895000
190 0.000120 0.997083 0.004472 0.899375
191 0.000111 0.996667 0.004443 0.900625
192 0.000107 0.998750 0.004408 0.898750
193 0.000098 0.997917 0.004460 0.898750
194 0.000121 0.997917 0.004489 0.901250
195 0.000101 0.997500 0.004461 0.900625
196 0.000111 0.997083 0.004486 0.900000
197 0.000123 0.996667 0.004444 0.900625
198 0.000106 0.996667 0.004458 0.898750
199 0.000102 0.997917 0.004448 0.901250
