Epoch Train_Loss Train_Accuracy Test_Loss Test_Accuracy
0 0.022511 0.772019 0.018741 0.818462
1 0.013009 0.866122 0.016319 0.847115
2 0.010760 0.888429 0.014943 0.864567
3 0.009701 0.897276 0.014829 0.867308
4 0.008760 0.906394 0.014796 0.875288
5 0.008061 0.913349 0.014699 0.873221
6 0.007631 0.917035 0.014659 0.876947
7 0.007050 0.922596 0.015840 0.869687
